Date,Close,High,Low,Open,Volume,asset_x,SplyCur,asset_y,AdrActCnt,MarketCap,Return
2018-01-16,1053.68994141,1292.63000488,875.54498291,1292.63000488,8405139968.00000000,eth,97025404.96822999,eth,735111,102234693275.89193726,-0.18440004
2018-01-17,1014.25000000,1090.22998047,780.92199707,1061.33996582,8545160192.00000000,eth,97046248.21822999,eth,718205,98429157255.33976746,-0.03743031
2018-01-18,1036.28002930,1100.31005859,967.75897217,1016.44000244,5938319872.00000000,eth,97066797.28072999,eth,681654,100588383529.82870483,0.02172051
2018-01-19,1039.09997559,1093.21997070,1003.71002197,1028.81994629,4084450048.00000000,eth,97087435.96822999,eth,543995,100883552344.28906250,0.00272122
2018-01-20,1155.15002441,1167.10998535,1044.94995117,1044.94995117,3975190016.00000000,eth,97108196.90572999,eth,470143,112174536026.45959473,0.11168324
2018-01-21,1049.57995605,1155.68005371,1021.50000000,1155.68005371,3378089984.00000000,eth,97128471.56197999,eth,612388,101944096913.68193054,-0.09139079
2018-01-22,1003.26000977,1089.09997559,930.74102783,1055.34997559,3810099968.00000000,eth,97149036.18697999,eth,547707,97465742993.67060852,-0.04413189
2018-01-23,986.22900391,1023.22998047,920.53997803,1004.16998291,3556699904.00000000,eth,97169524.49947999,eth,527571,95831403357.16610718,-0.01697567
2018-01-24,1058.78002930,1062.43994141,965.80798340,987.47698975,3944039936.00000000,eth,97190099.90572999,eth,510896,102902936825.55500793,0.07356408
2018-01-25,1056.03002930,1104.66003418,1034.73999023,1063.21997070,4050190080.00000000,eth,97210437.46822999,eth,410985,102657141127.53695679,-0.00259733
2018-01-26,1055.17004395,1080.59997559,996.78399658,1052.69995117,3617690112.00000000,eth,97230838.49947999,eth,480908,102595068132.33589172,-0.00081436
2018-01-27,1107.06994629,1121.97998047,1042.11999512,1055.75000000,3002870016.00000000,eth,97251261.56197999,eth,424637,107663948913.96476746,0.04918629
2018-01-28,1246.01000977,1257.77001953,1111.78002930,1111.78002930,5372329984.00000000,eth,97271824.87447999,eth,448123,121201667461.77098083,0.12550252
2018-01-29,1182.35998535,1256.69995117,1169.07995605,1246.69995117,3715079936.00000000,eth,97292381.62447999,eth,479352,115034618912.33879089,-0.05108308
2018-01-30,1071.13000488,1184.63000488,1058.96997070,1184.13000488,4107859968.00000000,eth,97312686.56197999,eth,466227,104234538432.29322815,-0.09407455
2018-01-31,1118.31005859,1128.66003418,1034.50000000,1071.08996582,3757560064.00000000,eth,97333220.43697999,eth,461713,108848719449.99748230,0.04404699
2018-02-01,1036.79003906,1161.34997559,984.81896973,1119.36999512,5261680128.00000000,eth,97353767.06197999,eth,501671,100935415955.07176208,-0.07289572
2018-02-02,915.78497314,1035.77001953,757.97998047,1035.77001953,6713290240.00000000,eth,97374406.03072999,eth,499746,89174017811.81674194,-0.11671125
2018-02-03,964.01898193,991.94299316,847.69000244,919.21099854,3243480064.00000000,eth,97394727.74947999,eth,433090,93890366290.75323486,0.05266958
2018-02-04,834.68200684,969.03198242,805.06402588,964.66699219,2997090048.00000000,eth,97415043.18697999,eth,425727,81310583743.31797791,-0.13416434
2018-02-05,697.95098877,856.64599609,644.59899902,834.95800781,4269530112.00000000,eth,97435676.99947999,eth,457677,68005327103.21573639,-0.16381211
2018-02-06,793.12200928,796.43902588,574.41900635,707.73699951,6518269952.00000000,eth,97456058.62447999,eth,452196,77294545032.49818420,0.13635774
2018-02-07,757.06799316,851.20001221,723.43298340,790.42797852,3896179968.00000000,eth,97476492.37447999,eth,418269,73796332462.61961365,-0.04545835
2018-02-08,817.80700684,845.08599854,755.84301758,755.84301758,3708189952.00000000,eth,97496874.46822999,eth,353159,79733627084.72230530,0.08022927
2018-02-09,883.86499023,884.00402832,788.83398438,818.47998047,2495820032.00000000,eth,97517146.21822999,eth,399711,86191991489.85997009,0.08077454
2018-02-10,860.41497803,917.40002441,825.57702637,882.46697998,2930530048.00000000,eth,97537836.56197999,eth,420048,83923015502.31066895,-0.02653122
2018-02-11,814.65997314,859.28802490,788.22198486,859.28802490,2486650112.00000000,eth,97557955.96822999,eth,382341,79476561789.11360168,-0.05317783
2018-02-12,868.70697021,875.93701172,817.50799561,817.50799561,2243450112.00000000,eth,97578446.81197999,eth,421764,84767076888.30541992,0.06634301
2018-02-13,845.25799561,870.70898438,828.83697510,869.29302979,2081170048.00000000,eth,97598891.24947999,eth,365156,82496243190.85157776,-0.02699296
2018-02-14,923.56097412,926.42901611,844.27899170,844.27899170,2818370048.00000000,eth,97618943.81197999,eth,387178,90157046839.66456604,0.09263796
2018-02-15,936.97601318,951.94799805,911.11102295,923.72802734,2900100096.00000000,eth,97639547.34322999,eth,400782,91485913798.71038818,0.01452534
2018-02-16,944.21002197,950.00500488,917.84802246,934.78601074,2369449984.00000000,eth,97659924.46822999,eth,346010,92211479427.99539185,0.00772059
2018-02-17,974.11499023,976.59497070,940.75402832,944.74798584,2525720064.00000000,eth,97680472.96822999,eth,349625,95152012971.53649902,0.03167195
2018-02-18,923.92102051,982.93298340,915.44500732,973.34899902,2567290112.00000000,eth,97700819.06197999,eth,343310,90267840452.19367981,-0.05152777
2018-02-19,943.86499023,957.77697754,921.55401611,921.66802979,2169019904.00000000,eth,97721246.43697999,eth,392016,92235663313.93107605,0.02158623
2018-02-20,895.37097168,965.26501465,892.95397949,943.56701660,2545260032.00000000,eth,97741653.74947999,eth,392070,87515039491.25148010,-0.05137813
2018-02-21,849.97100830,912.37500000,830.56298828,894.13500977,2531729920.00000000,eth,97762324.31197999,eth,363398,83095141369.28161621,-0.05070520
2018-02-22,812.84497070,875.92602539,802.66802979,849.26202393,2150370048.00000000,eth,97782727.40572999,eth,343322,79482198193.38224792,-0.04367918
2018-02-23,864.18902588,886.31799316,794.79101562,811.58502197,2334820096.00000000,eth,97803388.40572999,eth,329223,84520614954.00411987,0.06316586
2018-02-24,840.51501465,879.53100586,818.54998779,861.59301758,1926579968.00000000,eth,97823870.53072999,eth,293520,82222431972.10337830,-0.02739448
2018-02-25,844.80999756,853.14599609,822.38098145,839.45898438,1646960000.00000000,eth,97844089.68697999,eth,294581,82659665169.58039856,0.00510994
2018-02-26,869.31500244,880.39202881,842.31896973,845.27801514,2044480000.00000000,eth,97864424.99947999,eth,368611,85075012857.34977722,0.02900653
2018-02-27,878.26501465,896.25897217,867.09698486,870.36499023,2053980032.00000000,eth,97884837.74947999,eth,355055,85968828459.90698242,0.01029548
2018-02-28,855.19897461,890.10797119,855.12402344,877.93402100,1963980032.00000000,eth,97905406.87447999,eth,373014,83728603567.76895142,-0.02626319
2018-03-01,872.20001221,880.30200195,851.91998291,856.01202393,1868519936.00000000,eth,97925794.03072999,eth,342494,85410878748.98593140,0.01987963
2018-03-02,856.85302734,876.37799072,852.42199707,871.76397705,1894419968.00000000,eth,97946468.99947999,eth,355811,83925728479.83518982,-0.01759572
2018-03-03,857.22497559,868.45397949,855.20697021,856.71099854,1699369984.00000000,eth,97966904.81197999,eth,309915,83979677585.67941284,0.00043409
2018-03-04,866.67797852,867.95001221,840.28002930,856.18597412,1697939968.00000000,eth,97987125.09322999,eth,287392,84923283496.35824585,0.01102745
2018-03-05,853.68402100,869.91998291,853.52001953,866.84600830,1898489984.00000000,eth,98007442.59322999,eth,358287,83667387680.53240967,-0.01499283
2018-03-06,816.95098877,853.81701660,809.93103027,853.81701660,1943069952.00000000,eth,98027888.62447999,eth,364952,80083980538.75842285,-0.04302884
2018-03-07,752.83099365,825.60699463,726.54699707,816.27099609,2175419904.00000000,eth,98048505.56197999,eth,467576,73813953868.35275269,-0.07848695
2018-03-08,704.59600830,773.76702881,696.16900635,752.57000732,1891640064.00000000,eth,98068805.15572999,eth,347207,69098888651.55442810,-0.06407147
2018-03-09,728.91601562,729.15600586,648.10699463,702.19702148,2233019904.00000000,eth,98089180.21822999,eth,335308,71498774420.59477234,0.03451624
2018-03-10,686.89001465,748.03100586,682.69500732,730.15997314,1532960000.00000000,eth,98109641.24947999,eth,318074,67390532915.00826263,-0.05765548
2018-03-11,723.33898926,735.83099365,668.12298584,685.31201172,1562680064.00000000,eth,98130173.81197999,eth,288838,70981380740.85107422,0.05306377
2018-03-12,699.83099365,742.51397705,683.26800537,724.40600586,1764999936.00000000,eth,98150534.24947999,eth,322689,68688785911.32198334,-0.03249928
2018-03-13,690.82702637,713.73498535,682.34997559,698.15301514,1425959936.00000000,eth,98170915.87447999,eth,333398,67819121889.31033325,-0.01286592
2018-03-14,614.29101562,702.78399658,594.09997559,691.21899414,1810560000.00000000,eth,98191325.90572999,eth,359709,60318049316.19625092,-0.11078896
2018-03-15,611.30401611,620.61602783,579.50500488,614.83898926,1770460032.00000000,eth,98211821.71822999,eth,339262,60037281046.15557098,-0.00486252
2018-03-16,601.66601562,623.16802979,587.86199951,611.77801514,1417350016.00000000,eth,98232355.12447999,eth,313390,59103069713.20593262,-0.01576630
2018-03-17,552.77899170,609.15100098,549.09600830,601.67797852,1267810048.00000000,eth,98252768.99947999,eth,279550,54312066579.18881226,-0.08125276
2018-03-18,538.64398193,551.64001465,460.08801270,551.64001465,2685499904.00000000,eth,98273102.06197999,eth,318550,52934215011.63136292,-0.02557082
2018-03-19,556.72601318,558.09997559,519.12298584,546.62597656,2046790016.00000000,eth,98293411.96822999,eth,356019,54722499367.28522491,0.03356954
2018-03-20,557.17498779,567.09002686,521.20397949,556.72198486,1833680000.00000000,eth,98313822.28072999,eth,329322,54778002729.14583588,0.00080646
2018-03-21,561.73199463,589.60699463,550.57202148,559.09997559,1781270016.00000000,eth,98334114.56197999,eth,352609,55237418312.96839905,0.00817877
2018-03-22,539.70202637,577.56597900,523.08898926,562.10302734,1523459968.00000000,eth,98354601.84322999,eth,345780,53082177917.32913971,-0.03921793
2018-03-23,539.61901855,540.48699951,512.12701416,539.86401367,1596349952.00000000,eth,98374835.53072999,eth,401205,53084932199.57131958,-0.00015380
2018-03-24,526.43902588,545.38201904,526.08001709,542.57202148,1300009984.00000000,eth,98395360.21822999,eth,354616,51799157584.28908539,-0.02442463
2018-03-25,524.28698730,535.82098389,515.65899658,522.70300293,1151170048.00000000,eth,98415690.28072999,eth,266883,51598065760.79514313,-0.00408792
2018-03-26,489.95098877,526.37902832,470.44000244,524.28698730,1638880000.00000000,eth,98436122.81197999,eth,318207,48228875702.36861420,-0.06549085
2018-03-27,450.11599731,491.45901489,449.97100830,489.58999634,1617939968.00000000,eth,98456390.71822999,eth,292427,44316796500.11756134,-0.08130403
2018-03-28,446.27899170,466.21099854,444.86099243,450.29098511,1514179968.00000000,eth,98476744.03072999,eth,272121,43948102031.85624695,-0.00852448
2018-03-29,385.96798706,450.81298828,385.81298828,448.07501221,1970230016.00000000,eth,98497146.09322999,eth,293419,38016745208.81259155,-0.13514193
2018-03-30,394.64498901,409.92898560,368.63299561,385.90499878,1878130048.00000000,eth,98517639.46822999,eth,316912,38879492745.59251404,0.02248114
2018-03-31,396.45700073,418.46798706,392.95300293,395.00399780,1323920000.00000000,eth,98538100.31197999,eth,273912,39066119707.55811310,0.00459150
2018-04-01,379.60699463,400.52801514,363.80499268,397.25399780,1256930048.00000000,eth,98558305.31197999,eth,273312,37413422075.19889832,-0.04250147
2018-04-02,386.42498779,395.17098999,377.59298706,379.69900513,1102259968.00000000,eth,98578770.56197999,eth,306197,38093300211.05899048,0.01796066
2018-04-03,416.89300537,418.96798706,383.53201294,387.31201172,1363399936.00000000,eth,98599160.15572999,eth,327729,41105300204.38807678,0.07884588
2018-04-04,380.54299927,417.47198486,375.30999756,416.48498535,1287730048.00000000,eth,98619459.84322999,eth,330922,37528945034.89122009,-0.08719265
2018-04-05,383.23199463,387.71600342,369.81600952,379.94699097,1210680064.00000000,eth,98640059.24947999,eth,372734,37802026656.49171448,0.00706621
2018-04-06,370.28500366,385.19500732,366.91101074,382.73098755,967105984.00000000,eth,98660492.24947999,eth,350661,36532500733.90421295,-0.03378369
2018-04-07,385.31399536,393.05899048,369.93600464,370.38000488,951475008.00000000,eth,98680745.24947999,eth,293326,38023072217.31053925,0.04058763
2018-04-08,400.50799561,402.58999634,385.60198975,385.74301147,948488000.00000000,eth,98701103.34322999,eth,309376,39530581064.04528046,0.03943278
2018-04-09,398.52600098,429.25100708,390.60998535,400.85699463,1478390016.00000000,eth,98721400.21822999,eth,319374,39343044839.77794647,-0.00494870
2018-04-10,414.24301147,415.88800049,393.87899780,399.41101074,1196000000.00000000,eth,98741932.68697999,eth,339055,40903155555.07775879,0.03943785
2018-04-11,430.54000854,430.54000854,412.47100830,415.02398682,1439040000.00000000,eth,98762171.71822999,eth,371762,42521066255.48178101,0.03934163
2018-04-12,492.94100952,493.05801392,417.41299438,430.16101074,2519360000.00000000,eth,98782370.43697999,eth,353014,48693881406.13014984,0.14493659
2018-04-13,492.73498535,526.46997070,482.65899658,493.16000366,2419249920.00000000,eth,98803003.59322999,eth,374208,48683696528.20056152,-0.00041795
2018-04-14,501.47799683,512.02398682,488.27899170,492.57998657,1519079936.00000000,eth,98823389.99947999,eth,301862,49557755656.51077271,0.01774384
2018-04-15,531.70202637,531.70202637,502.88000488,502.88000488,1726089984.00000000,eth,98843786.81197999,eth,302284,52555441741.73604584,0.06026990
2018-04-16,511.14700317,534.19702148,500.25000000,532.07397461,1758979968.00000000,eth,98864372.15572999,eth,334786,50534227548.06344604,-0.03865891
2018-04-17,502.89401245,518.03100586,502.56399536,511.14498901,1760359936.00000000,eth,98884758.28072999,eth,339274,49728552862.06055450,-0.01614602
2018-04-18,524.78900146,525.09197998,503.04501343,503.30899048,1762940032.00000000,eth,98905009.78072999,eth,339669,51904261322.69989777,0.04353798
2018-04-19,567.88897705,567.88897705,523.26202393,524.03802490,2256869888.00000000,eth,98925668.43697999,eth,360686,56178796652.74132538,0.08212820
2018-04-20,615.71801758,618.71502686,560.28302002,567.98901367,2849469952.00000000,eth,98946021.18697999,eth,369410,60922848012.49047852,0.08422252
2018-04-21,605.39501953,621.88800049,578.54998779,616.00402832,2612460032.00000000,eth,98966560.78072999,eth,411088,59913862996.79067230,-0.01676579
2018-04-22,621.85998535,640.76702881,593.86901855,606.11901855,2426269952.00000000,eth,98987011.40572999,eth,414637,61556061462.76220703,0.02719706
2018-04-23,642.54797363,646.70001221,621.03497314,621.19897461,2386830080.00000000,eth,99007490.15572999,eth,428031,63617062174.03494263,0.03326792
2018-04-24,708.15802002,708.87500000,643.39801025,643.39801025,3581860096.00000000,eth,99027860.90572999,eth,417221,70127373905.77130127,0.10210918
2018-04-25,615.41601562,707.06201172,600.21197510,707.06201172,4216140032.00000000,eth,99048447.28072999,eth,365985,60956000779.34971619,-0.13096230
2018-04-26,662.80902100,663.18103027,604.00701904,618.07897949,2984009984.00000000,eth,99069249.93697999,eth,358539,65663992561.54703522,0.07700970
2018-04-27,647.03198242,684.86798096,647.03198242,662.10900879,2598129920.00000000,eth,99089619.84322999,eth,346176,64114153164.59506226,-0.02380329
2018-04-28,683.67797852,691.44201660,644.64599609,644.64599609,2496659968.00000000,eth,99109887.84322999,eth,341856,67759247771.56980133,0.05663707
2018-04-29,688.88098145,697.75598145,670.51300049,683.91198730,2740559872.00000000,eth,99130618.59322999,eth,318879,68289197827.78522491,0.00761031
2018-04-30,669.92401123,694.43902588,666.11700439,689.76098633,2853100032.00000000,eth,99151166.43697999,eth,361168,66423747137.64146423,-0.02751850
2018-05-01,673.61297607,674.40301514,637.53997803,670.46301270,2678960128.00000000,eth,99171615.65572999,eth,328660,66803287163.94486237,0.00550654
2018-05-02,687.14898682,688.84197998,667.41998291,674.07501221,2822269952.00000000,eth,99192481.68697999,eth,363346,68160013291.01323700,0.02009464
2018-05-03,779.54302979,784.34100342,686.59100342,686.59100342,4210939904.00000000,eth,99213097.78072999,eth,394992,77340878838.36122131,0.13445999
2018-05-04,785.62402344,803.74597168,762.63201904,776.77502441,3533410048.00000000,eth,99233690.34322999,eth,644295,77960371067.99934387,0.00780072
2018-05-05,816.11999512,827.45501709,784.23699951,784.58300781,3035040000.00000000,eth,99254405.62447999,eth,396427,81003505033.60995483,0.03881751
2018-05-06,792.31097412,835.05700684,764.88299561,816.08801270,3105570048.00000000,eth,99275029.96822999,eth,389642,78656695700.02908325,-0.02917343
2018-05-07,753.72497559,795.75799561,710.17797852,793.33898926,4316120064.00000000,eth,99295750.78072999,eth,419460,74841687332.99304199,-0.04870057
2018-05-08,752.85699463,774.24902344,728.12902832,755.00897217,2920489984.00000000,eth,99316126.96822999,eth,410500,74770840867.48449707,-0.00115159
2018-05-09,752.27502441,759.52899170,718.47198486,752.90197754,2877870080.00000000,eth,99336656.34322999,eth,390605,74728485575.81468201,-0.00077302
2018-05-10,727.27697754,766.74798584,726.66400146,752.57897949,2748950016.00000000,eth,99357119.24947999,eth,390235,72260145384.75001526,-0.03322993
2018-05-11,679.58599854,736.97698975,669.82501221,727.01300049,3290080000.00000000,eth,99377783.15572999,eth,392464,67535749998.09700012,-0.06557471
2018-05-12,686.04797363,691.41101074,644.06597900,679.87701416,2668480000.00000000,eth,99398394.09322999,eth,383918,68192066850.01615906,0.00950869
2018-05-13,733.49597168,741.31201172,675.31896973,687.17498779,2362500096.00000000,eth,99418836.65572999,eth,359287,72923316196.05880737,0.06916134
2018-05-14,730.54901123,742.16998291,695.79199219,732.73297119,3005110016.00000000,eth,99439231.12447999,eth,398274,72645231975.50691223,-0.00401769
2018-05-15,708.87097168,739.05200195,700.99499512,731.14300537,2523069952.00000000,eth,99459796.49947999,eth,400914,70504162587.65036011,-0.02967363
2018-05-16,707.04998779,710.20001221,682.54101562,708.08697510,2476130048.00000000,eth,99480231.46822999,eth,414046,70337496445.25372314,-0.00256885
2018-05-17,672.65698242,718.83300781,668.83398438,708.71801758,2350619904.00000000,eth,99500881.12447999,eth,412529,66929962445.51041412,-0.04864296
2018-05-18,694.36700439,695.03100586,663.80902100,672.10198975,2305740032.00000000,eth,99521576.71822999,eth,419826,69104499098.45788574,0.03227503
2018-05-19,696.53002930,715.57800293,686.79101562,695.07202148,2021549952.00000000,eth,99542286.09322999,eth,424160,69334191448.79539490,0.00311510
2018-05-20,715.36901855,723.75299072,692.66900635,697.92297363,2156910080.00000000,eth,99562943.90572999,eth,389190,71224245466.25747681,0.02704692
2018-05-21,699.22198486,719.27801514,692.49401855,717.19299316,2005170048.00000000,eth,99583652.81197999,eth,397743,69631079379.12852478,-0.02257161
2018-05-22,647.74102783,700.97601318,644.02600098,700.17797852,2230469888.00000000,eth,99604180.49947999,eth,422824,64517714253.10033417,-0.07362606
2018-05-23,583.58502197,651.63598633,572.95202637,646.66998291,2995429888.00000000,eth,99625069.68697999,eth,410012,58139698482.30362701,-0.09904577
2018-05-24,601.75500488,610.81799316,557.20599365,584.53601074,2791099904.00000000,eth,99645420.09322999,eth,418876,59962130254.75151825,0.03113511
2018-05-25,586.73400879,617.18597412,575.62402344,602.14001465,2110919936.00000000,eth,99666066.56197999,eth,394287,58477470774.14805603,-0.02496198
2018-05-26,587.28002930,606.17498779,583.51202393,587.42602539,1694300032.00000000,eth,99686779.59322999,eth,375954,58544054840.02323151,0.00093061
2018-05-27,572.66802979,590.32800293,562.86602783,588.52001953,1788790016.00000000,eth,99707202.28072999,eth,403522,57099127085.49568176,-0.02488080
2018-05-28,516.03601074,576.04901123,512.55200195,573.04498291,2356900096.00000000,eth,99727874.81197999,eth,445032,51463174677.77043915,-0.09889153
2018-05-29,565.38800049,572.26397705,516.14801025,516.14801025,2330820096.00000000,eth,99748524.18697999,eth,409323,56396618641.73358154,0.09563672
2018-05-30,559.59002686,583.13598633,545.43103027,566.83001709,2053970048.00000000,eth,99769203.84322999,eth,413796,55829851457.98181152,-0.01025486
2018-05-31,577.64501953,585.53802490,557.06597900,558.49700928,1985040000.00000000,eth,99789947.90572999,eth,416236,57643166407.02782440,0.03226468
2018-06-01,580.04302979,589.09301758,567.66497803,578.67199707,1945890048.00000000,eth,99810507.56197999,eth,371923,57894389210.64512634,0.00415136
2018-06-02,591.80798340,597.07702637,577.32202148,580.42901611,1880390016.00000000,eth,99831219.56197999,eth,404528,59080912729.18202209,0.02028290
2018-06-03,618.32897949,624.51300049,591.25897217,591.25897217,1832550016.00000000,eth,99851704.21822999,eth,415409,61741202369.81390381,0.04481352
2018-06-04,592.98498535,623.42901611,583.74700928,619.43701172,1903430016.00000000,eth,99872509.40572999,eth,397194,59222898526.98059082,-0.04098788
2018-06-05,609.30297852,611.33001709,580.98199463,593.40600586,1844269952.00000000,eth,99892853.24947999,eth,380350,60865013017.33238983,0.02751839
2018-06-06,607.12402344,611.64300537,596.39599609,610.26202393,1756530048.00000000,eth,99913479.09322999,eth,374278,60659873422.72033691,-0.00357614
2018-06-07,605.18701172,616.14398193,601.69299316,607.68701172,1880140032.00000000,eth,99934282.59322999,eth,403581,60478929850.85395813,-0.00319047
2018-06-08,601.07702637,608.81097412,595.59301758,605.44299316,1637779968.00000000,eth,99954974.15572999,eth,364344,60080638636.13526154,-0.00679126
2018-06-09,597.56201172,608.58300781,597.56201172,600.90502930,1519309952.00000000,eth,99975789.93697999,eth,388714,59741734157.91292572,-0.00584786
2018-06-10,526.47900391,594.34497070,511.88900757,594.34497070,2234880000.00000000,eth,99996245.62447999,eth,406267,52645923790.74093628,-0.11895503
2018-06-11,533.28399658,536.85797119,515.26898193,524.85699463,1982119936.00000000,eth,100017060.28072999,eth,403546,53337497632.89363098,0.01292548
2018-06-12,496.84298706,538.95501709,491.23498535,532.71002197,1932760064.00000000,eth,100037651.53072999,eth,355775,49703005605.04998016,-0.06833321
2018-06-13,477.49398804,501.90499878,459.00399780,498.01800537,2080130048.00000000,eth,100058182.68697999,eth,385073,47777180686.95172882,-0.03894389
2018-06-14,519.74200439,523.54498291,467.46600342,478.38101196,2458650112.00000000,eth,100078675.49947999,eth,372165,52015091401.24959564,0.08847864
2018-06-15,491.00399780,521.30499268,487.46899414,520.47998047,1808269952.00000000,eth,100099202.81197999,eth,385201,49149108757.54888916,-0.05529283
2018-06-16,499.64199829,503.22299194,488.85101318,490.41400146,1314109952.00000000,eth,100119780.18697999,eth,310364,50024047041.07991791,0.01759253
2018-06-17,500.44799805,507.64099121,498.64801025,499.45999146,1264870016.00000000,eth,100140202.59322999,eth,321511,50114963911.79042816,0.00161315
2018-06-18,518.89099121,521.79602051,494.06600952,499.38299561,1513869952.00000000,eth,100160820.46822999,eth,344436,51972547413.26062012,0.03685297
2018-06-19,537.95697021,542.35302734,516.31201172,519.02301025,1726569984.00000000,eth,100181296.40572999,eth,375907,53893226686.62172699,0.03674371
2018-06-20,536.26800537,541.01501465,519.36901855,538.50598145,1596290048.00000000,eth,100201885.96822999,eth,388423,53735065522.60448456,-0.00313959
2018-06-21,527.36700439,543.71697998,524.25897217,536.44702148,1462070016.00000000,eth,100222343.71822999,eth,384776,52853957180.08201599,-0.01659805
2018-06-22,465.81698608,527.19396973,456.87701416,527.19396973,2226030080.00000000,eth,100242991.96822999,eth,383910,46694888394.68194580,-0.11671193
2018-06-23,474.51998901,479.12899780,462.39300537,466.27398682,1651379968.00000000,eth,100263641.15572999,eth,340250,47577101899.68773651,0.01868331
2018-06-24,457.67199707,475.35900879,426.46899414,474.76800537,2490579968.00000000,eth,100283997.93697999,eth,359869,45897177610.01273346,-0.03550534
2018-06-25,460.30999756,470.34399414,448.89599609,455.93600464,4007950080.00000000,eth,100304533.68697999,eth,492435,46171179656.56964874,0.00576395
2018-06-26,432.77200317,461.21301270,432.77200317,460.73300171,1356560000.00000000,eth,100325174.24947999,eth,372838,43417926628.71081543,-0.05982489
2018-06-27,442.36499023,444.24301147,424.83898926,432.24398804,1368940032.00000000,eth,100345760.34322999,eth,382764,44389451294.29386902,0.02216638
2018-06-28,422.36499023,443.61801147,419.68301392,442.29000854,1360790016.00000000,eth,100366144.78072999,eth,393195,42391145760.17488861,-0.04521153
2018-06-29,436.00900269,441.79299927,407.94699097,422.58700562,1564499968.00000000,eth,100386520.21822999,eth,379509,43769426563.42295074,0.03230384
2018-06-30,455.17999268,458.79699707,436.20901489,436.20901489,1475939968.00000000,eth,100407160.31197999,eth,261580,45703330495.40305328,0.04396925
2018-07-01,453.91799927,457.13900757,446.38500977,455.24200439,1511730048.00000000,eth,100427587.59322999,eth,197829,45585889631.58840942,-0.00277252
2018-07-02,475.34698486,479.13000488,447.11099243,453.82400513,1625789952.00000000,eth,100448254.40572999,eth,235721,47747774866.54356384,0.04720894
2018-07-03,464.19500732,483.85400391,462.58200073,475.38598633,1683939968.00000000,eth,100468746.74947999,eth,232199,46637090633.22994995,-0.02346071
2018-07-04,467.31799316,481.43600464,455.18499756,464.15100098,1549769984.00000000,eth,100489218.84322999,eth,230552,46960420084.44253540,0.00672775
2018-07-05,474.41198730,483.22500610,464.62899780,467.28698730,1828610048.00000000,eth,100509636.84322999,eth,253141,47682976558.06917572,0.01518023
2018-07-06,474.01199341,479.65200806,457.61499023,474.35699463,1627609984.00000000,eth,100530058.21822999,eth,219912,47652453293.46591187,-0.00084314
2018-07-07,491.66000366,491.66000366,466.83599854,474.05700684,1358360064.00000000,eth,100550579.62447999,eth,217148,49436698346.39905548,0.03723115
2018-07-08,489.11898804,503.19900513,488.41699219,492.06799316,1344560000.00000000,eth,100570994.62447999,eth,272797,49191183116.61122131,-0.00516824
2018-07-09,476.68200684,490.85198975,475.17498779,488.87799072,1533799936.00000000,eth,100591644.65572999,eth,290889,47950227045.42088318,-0.02542731
