Date,Close,High,Low,Open,Volume,asset_x,SplyCur,asset_y,AdrActCnt,MarketCap,Return,Inflation,USD_LBP
2018-01-22,10931.40039062,11966.40039062,10240.20019531,11633.09960938,10537400320.00000000,btc,16819923.58608351,btc,946599,183865319259.19592285,-0.05764599,0.00972049,1743.73243569
2018-01-23,10868.40039062,11377.59960938,10129.70019531,10944.50000000,9660609536.00000000,btc,16822136.08608349,btc,893416,182829710409.13671875,-0.00576321,0.00921888,3344.87620750
2018-01-24,11359.40039062,11501.40039062,10639.79980469,10903.40039062,9940989952.00000000,btc,16824336.08608348,btc,940167,191114369908.26296997,0.04517684,0.00676505,2853.67748311
2018-01-25,11259.40039062,11785.70019531,11057.40039062,11421.70019531,8873169920.00000000,btc,16826311.08608316,btc,854029,189454173615.42248535,-0.00880328,0.00415526,1837.72002995
2018-01-26,11171.40039062,11656.70019531,10470.29980469,11256.00000000,9746199552.00000000,btc,16828248.58598315,btc,807029,187995102826.98675537,-0.00781569,0.00465909,1501.10725200
2018-01-27,11440.70019531,11614.90039062,10989.20019531,11174.90039062,7583269888.00000000,btc,16830211.08598303,btc,860840,192549399258.55667114,0.02410618,0.00445779,3145.19990507
2018-01-28,11786.29980469,12040.29980469,11475.29980469,11475.29980469,8350360064.00000000,btc,16832186.08598302,btc,765711,198389191577.68527222,0.03020791,0.00778139,2600.67573638
2018-01-29,11296.40039062,11875.59960938,11179.20019531,11755.50000000,7107359744.00000000,btc,16834036.08598281,btc,775230,190164011817.49160767,-0.04156516,0.00743354,2656.87158473
2018-01-30,10106.29980469,11307.20019531,10036.20019531,11306.79980469,8637859840.00000000,btc,16836123.58598251,btc,845185,170150912508.70962524,-0.10535220,0.00867244,1798.91025925
2018-01-31,10221.09960938,10381.59960938,9777.41992188,10108.20019531,8041160192.00000000,btc,16837586.08598250,btc,685452,172098644566.25369263,0.01135923,0.00382888,2468.85638095
2018-02-01,9170.54003906,10288.79980469,8812.28027344,10237.29980469,9959400448.00000000,btc,16839586.08598229,btc,833934,154428098442.74035645,-0.10278342,0.00417664,1818.03736394
2018-02-02,8830.75000000,9142.28027344,7796.49023438,9142.28027344,12726899712.00000000,btc,16841686.08598227,btc,853582,148724719403.78793335,-0.03705235,0.00215582,3089.61253229
2018-02-03,9174.91015625,9430.75000000,8251.62988281,8852.12011719,7263790080.00000000,btc,16843661.08598225,btc,714800,154539077166.21142578,0.03897292,0.00503922,2459.90931506
2018-02-04,8277.00976562,9334.87011719,8031.22021484,9175.70019531,7073549824.00000000,btc,16845886.08598194,btc,711645,139433563644.27880859,-0.09786476,0.00061840,3031.23176180
2018-02-05,6955.27001953,8364.83984375,6756.68017578,8270.54003906,9285289984.00000000,btc,16848198.58598108,btc,915758,117183770508.18299866,-0.15968807,0.00700104,3306.05633794
2018-02-06,7754.00000000,7850.70019531,6048.25976562,7051.75000000,13999800320.00000000,btc,16850323.58598086,btc,999753,130657409085.69555664,0.11483810,0.00908649,2594.35447173
2018-02-07,7621.29980469,8509.11035156,7236.79003906,7755.49023438,9169280000.00000000,btc,16852086.08598064,btc,804119,128434800395.66116333,-0.01711377,0.00670168,2860.18140062
2018-02-08,8265.58984375,8558.76953125,7637.85986328,7637.85986328,9346750464.00000000,btc,16853723.58598053,btc,753618,139305966501.65051270,0.08453808,0.00062143,2089.73000065
2018-02-09,8736.98046875,8736.98046875,7884.70996094,8271.83984375,6784820224.00000000,btc,16855411.08598012,btc,781921,147265397450.96054077,0.05703049,0.00114331,1869.54657000
2018-02-10,8621.90039062,9122.54980469,8295.46972656,8720.08007812,7780960256.00000000,btc,16857198.58597950,btc,737187,145341087073.29983521,-0.01317161,0.00414469,2168.90251112
2018-02-11,8129.97021484,8616.12988281,7931.10009766,8616.12988281,6122189824.00000000,btc,16859086.08597950,btc,814528,137063867728.50004578,-0.05705589,0.00286344,1583.68242662
2018-02-12,8926.57031250,8985.91992188,8141.43017578,8141.43017578,6256439808.00000000,btc,16861161.08597948,btc,912131,150512339984.38467407,0.09798315,0.00461633,1766.61723324
2018-02-13,8598.30957031,8958.46972656,8455.41015625,8926.71972656,5696719872.00000000,btc,16863211.08594926,btc,868109,144995109266.51736450,-0.03677344,0.00360998,2624.72105571
2018-02-14,9494.62988281,9518.54003906,8599.91992188,8599.91992188,7909819904.00000000,btc,16865448.58594924,btc,937769,160131192131.19146729,0.10424378,0.00436195,2017.47425718
2018-02-15,10166.40039062,10234.79980469,9395.58007812,9488.32031250,9062540288.00000000,btc,16867086.08594922,btc,779005,171477550572.89962769,0.07075268,0.00219639,2106.74755226
2018-02-16,10233.90039062,10324.09960938,9824.82031250,10135.70019531,7296159744.00000000,btc,16869048.58594920,btc,773561,172636162913.21762085,0.00663952,0.00469320,2872.87953160
2018-02-17,11112.70019531,11139.50000000,10149.40039062,10207.50000000,8660880384.00000000,btc,16870911.08594919,btc,765638,187481376919.92736816,0.08587144,0.00141041,3036.34216639
2018-02-18,10551.79980469,11349.79980469,10326.00000000,11123.40039062,8744009728.00000000,btc,16872936.08594919,btc,730130,178039843696.22332764,-0.05047382,0.00329047,1976.63599529
2018-02-19,11225.29980469,11273.79980469,10513.20019531,10552.59960938,7652089856.00000000,btc,16874961.08594907,btc,857787,189426497382.21322632,0.06382797,0.00898545,3357.86653751
2018-02-20,11403.70019531,11958.50000000,11231.79980469,11231.79980469,9926540288.00000000,btc,16876723.58594906,btc,703065,192457096053.32235718,0.01589271,0.00933544,2133.17083460
2018-02-21,10690.40039062,11418.50000000,10479.09960938,11372.20019531,9405339648.00000000,btc,16878836.08594893,btc,713740,180441515886.52377319,-0.06254986,0.00470504,2259.49540561
2018-02-22,10005.00000000,11039.09960938,9939.08984375,10660.40039062,8040079872.00000000,btc,16880698.58592881,btc,719848,168891389352.21774292,-0.06411363,0.00975473,3469.27497612
2018-02-23,10301.09960938,10487.29980469,9734.55957031,9937.07031250,7739500032.00000000,btc,16882548.58592879,btc,732287,173908814643.76553345,0.02959516,0.00503036,1732.99214218
2018-02-24,9813.07031250,10597.20019531,9546.96972656,10287.70019531,6917929984.00000000,btc,16884361.08591877,btc,690001,165687422517.75973511,-0.04737643,0.00910863,2291.32972528
2018-02-25,9664.73046875,9923.21972656,9407.05957031,9796.41992188,5706939904.00000000,btc,16886498.58591876,btc,526879,163203457393.83285522,-0.01511656,0.00382727,1664.46337253
2018-02-26,10366.70019531,10475.00000000,9501.73046875,9669.42968750,7287690240.00000000,btc,16888261.08591856,btc,688379,175075539497.88043213,0.07263211,0.00594821,2845.72413121
2018-02-27,10725.59960938,10878.50000000,10246.09960938,10393.90039062,6966179840.00000000,btc,16890261.08591844,btc,699046,181158177705.36856079,0.03462041,0.00930350,3133.97161670
2018-02-28,10397.90039062,11089.79980469,10393.09960938,10687.20019531,6936189952.00000000,btc,16892198.58589749,btc,817155,175643398274.81857300,-0.03055300,0.00312041,3171.94902187
2018-03-01,10951.00000000,11052.29980469,10352.70019531,10385.00000000,7317279744.00000000,btc,16894261.08589657,btc,821011,185009053151.65332031,0.05319339,0.00404410,3102.00203684
2018-03-02,11086.40039062,11189.00000000,10850.09960938,10977.40039062,7620590080.00000000,btc,16896211.08589546,btc,752300,187318161182.75387573,0.01236420,0.00864259,3423.41815603
2018-03-03,11489.70019531,11528.20019531,11002.40039062,11101.90039062,6690570240.00000000,btc,16898461.08589524,btc,934083,194158251639.09118652,0.03637789,0.00749449,2642.07184725
2018-03-04,11512.59960938,11512.59960938,11136.09960938,11497.40039062,6084149760.00000000,btc,16900311.08589442,btc,792569,194566514805.78408813,0.00199304,0.00992362,3477.67481750
2018-03-05,11573.29980469,11704.09960938,11443.90039062,11532.40039062,6468539904.00000000,btc,16902173.58589370,btc,857168,195613922260.41775513,0.00527250,0.00847533,2904.77643533
2018-03-06,10779.90039062,11500.09960938,10694.29980469,11500.09960938,6832169984.00000000,btc,16904123.58589279,btc,834323,182224768446.73892212,-0.06855430,0.00478423,3349.84570153
2018-03-07,9965.57031250,10929.50000000,9692.12011719,10803.90039062,8797910016.00000000,btc,16906086.08589167,btc,922143,168478789598.13134766,-0.07554152,0.00886181,3199.95724021
2018-03-08,9395.00976562,10147.40039062,9335.87011719,9951.44042969,7186089984.00000000,btc,16908111.08589140,btc,903578,158851868770.22198486,-0.05725318,0.00835912,2609.37519272
2018-03-09,9337.54980469,9466.34960938,8513.03027344,9414.69042969,8704190464.00000000,btc,16909936.08589020,btc,888997,157897370396.08215332,-0.00611601,0.00913965,2640.25092155
2018-03-10,8866.00000000,9531.32031250,8828.46972656,9350.58984375,5386319872.00000000,btc,16911686.08588900,btc,803717,149939008837.49188232,-0.05050038,0.00889990,3329.74291905
2018-03-11,9578.62988281,9711.88964844,8607.12011719,8852.78027344,6296370176.00000000,btc,16913598.58588790,btc,889324,162009100840.68109131,0.08037783,0.00797895,1523.94201395
2018-03-12,9205.12011719,9937.50000000,8956.42968750,9602.92968750,6457399808.00000000,btc,16915611.08588790,btc,828676,155710231901.22662354,-0.03899407,0.00878846,2757.98675085
2018-03-13,9194.84960938,9470.37988281,8958.19042969,9173.04003906,5991139840.00000000,btc,16917586.08588790,btc,773506,155554659813.39431763,-0.00111574,0.00878740,2904.40786695
2018-03-14,8269.80957031,9355.84960938,8068.58984375,9214.65039062,6438230016.00000000,btc,16919386.08588790,btc,580666,139920100976.88790894,-0.10060415,0.00044077,2822.57413886
2018-03-15,8300.86035156,8428.34960938,7783.04980469,8290.75976562,6834429952.00000000,btc,16921186.08588760,btc,602746,140460402681.75543213,0.00375472,0.00853231,1573.91250962
2018-03-16,8338.34960938,8585.15039062,8005.31005859,8322.91015625,5289379840.00000000,btc,16923136.08588720,btc,601517,141111025171.15750122,0.00451631,0.00288937,1705.37928080
2018-03-17,7916.87988281,8346.53027344,7812.81982422,8321.91015625,4426149888.00000000,btc,16924998.58588720,btc,452543,133993180821.24038696,-0.05054594,0.00682314,2446.54196160
2018-03-18,8223.67968750,8245.50976562,7397.99023438,7890.52001953,6639190016.00000000,btc,16926886.08588710,btc,535510,139201289277.13610840,0.03875262,0.00370425,2660.92880028
2018-03-19,8630.65039062,8675.87011719,8182.39990234,8344.12011719,6729110016.00000000,btc,16928823.58588710,btc,587514,146106757894.35818481,0.04948766,0.00900938,3336.11570626
2018-03-20,8913.46972656,9051.01953125,8389.88964844,8619.66992188,6361789952.00000000,btc,16930411.08588710,btc,567891,150908706672.31280518,0.03276918,0.00232292,2094.86251447
2018-03-21,8929.28027344,9177.37011719,8846.33007812,8937.48046875,6043129856.00000000,btc,16932311.08588710,btc,586910,151193351362.91879272,0.00177378,0.00537509,3477.93486562
2018-03-22,8728.46972656,9100.70996094,8564.90039062,8939.44042969,5530390016.00000000,btc,16934098.58588680,btc,577941,147808766853.53775024,-0.02248900,0.00994017,1922.51002552
2018-03-23,8879.62011719,8879.62011719,8360.62011719,8736.25000000,5954120192.00000000,btc,16935761.08588536,btc,619608,150383124838.10882568,0.01731694,0.00122540,1872.61812078
2018-03-24,8668.12011719,8996.17968750,8665.70019531,8901.95019531,5664600064.00000000,btc,16937711.08588536,btc,543804,146818114202.67263794,-0.02381859,0.00381253,2169.20305644
2018-03-25,8495.78027344,8682.00976562,8449.09960938,8612.80957031,4569880064.00000000,btc,16939398.58588536,btc,454187,143913408349.85992432,-0.01988203,0.00132009,2849.96541748
2018-03-26,8209.40039062,8530.08007812,7921.43017578,8498.46972656,5921039872.00000000,btc,16941273.58588535,btc,582295,139077697993.65219116,-0.03370849,0.00582730,2693.16881360
2018-03-27,7833.04003906,8232.78027344,7797.27978516,8200.00000000,5378250240.00000000,btc,16943173.58588535,btc,598612,132716557087.02607727,-0.04584505,0.00374117,2952.17495549
2018-03-28,7954.47998047,8122.89013672,7809.16992188,7836.83007812,4935289856.00000000,btc,16944861.08588535,btc,552755,134787558279.49896240,0.01550355,0.00329705,1773.72324770
2018-03-29,7165.70019531,7994.33007812,7081.37988281,7979.06982422,6361229824.00000000,btc,16946761.08586535,btc,559619,121435409222.89959717,-0.09916170,0.00040049,1581.08106889
2018-03-30,6890.52001953,7276.66015625,6683.93017578,7171.45019531,6289509888.00000000,btc,16948786.08586535,btc,571020,116785949831.40788269,-0.03840241,0.00490765,3129.77629208
2018-03-31,6973.52978516,7207.85009766,6863.52001953,6892.47998047,4553269760.00000000,btc,16950386.08586535,btc,475498,118204022239.68005371,0.01204695,0.00026795,2851.52920568
2018-04-01,6844.22998047,7060.95019531,6526.87011719,7003.06005859,4532100096.00000000,btc,16952411.08586535,btc,425276,116026200195.11039734,-0.01854151,0.00258821,1958.62383510
2018-04-02,7083.79980469,7135.47021484,6816.58007812,6844.85986328,4333440000.00000000,btc,16954361.08586515,btc,485666,120101299748.65289307,0.03500318,0.00424828,2245.56091851
2018-04-03,7456.10986328,7530.93994141,7072.49023438,7102.25976562,5499700224.00000000,btc,16956398.58586515,btc,605514,126428770741.79739380,0.05255796,0.00628618,2737.88138829
2018-04-04,6853.83984375,7469.87988281,6803.87988281,7456.41015625,4936000000.00000000,btc,16958236.08586475,btc,565002,116229034165.01884460,-0.08077537,0.00162048,3107.67404215
2018-04-05,6811.47021484,6933.81982422,6644.79980469,6848.64990234,5639320064.00000000,btc,16960186.08586455,btc,534893,115523802362.07380676,-0.00618188,0.00526879,2064.47784367
2018-04-06,6636.31982422,6857.49023438,6575.00000000,6815.95996094,3766810112.00000000,btc,16961911.08586455,btc,631476,112564666795.75871277,-0.02571404,0.00193159,1576.31188473
2018-04-07,6911.08984375,7050.54003906,6630.50976562,6630.50976562,3976610048.00000000,btc,16964161.08586455,btc,502038,117240841388.25747681,0.04140397,0.00779413,1637.35478746
2018-04-08,7023.52001953,7111.56005859,6919.97998047,6919.97998047,3652499968.00000000,btc,16966173.58586455,btc,414992,119162259835.16195679,0.01626808,0.00192361,2432.94428252
2018-04-09,6770.72998047,7178.10986328,6661.99023438,7044.31982422,4894060032.00000000,btc,16968011.08584445,btc,535496,114885821367.85311890,-0.03599193,0.00789795,3368.26050316
2018-04-10,6834.75976562,6872.41015625,6704.14990234,6795.43994141,4272750080.00000000,btc,16970061.08584425,btc,569509,115986290729.72676086,0.00945685,0.00155045,2252.76685574
2018-04-11,6968.31982422,6968.31982422,6817.58984375,6843.47021484,4641889792.00000000,btc,16972073.58584425,btc,533732,118266836826.33787537,0.01954130,0.00202504,1651.94427018
2018-04-12,7889.25000000,7899.22998047,6806.50976562,6955.37988281,8906250240.00000000,btc,16973998.58584425,btc,629328,133912118343.37171936,0.13215957,0.00586058,2000.18913960
2018-04-13,7895.95996094,8183.95996094,7758.93017578,7901.08984375,7764460032.00000000,btc,16976061.08584425,btc,638968,134042298628.25535583,0.00085052,0.00820017,1747.48683688
2018-04-14,7986.24023438,8140.70996094,7846.00000000,7874.66992188,5191430144.00000000,btc,16977773.58584425,btc,502546,135588578501.37843323,0.01143373,0.00444708,3267.65069153
2018-04-15,8329.11035156,8338.41992188,7999.33007812,7999.33007812,5244480000.00000000,btc,16979811.08584425,btc,590187,141426720282.68103027,0.04293261,0.00015621,2924.12419346
2018-04-16,8058.66992188,8371.15039062,7925.72998047,8337.57031250,5631309824.00000000,btc,16981573.58584425,btc,721332,136848896282.35003662,-0.03246931,0.00186001,2313.44659412
2018-04-17,7902.08984375,8285.95996094,7881.72021484,8071.66015625,6900879872.00000000,btc,16983598.58584425,btc,614295,134205921895.52670288,-0.01943002,0.00829206,2459.98204074
2018-04-18,8163.41992188,8197.79980469,7886.00976562,7944.43017578,6529909760.00000000,btc,16985598.58584425,btc,588686,138660573880.65277100,0.03307101,0.00783481,1995.20176423
2018-04-19,8294.30957031,8298.69042969,8138.77978516,8159.27001953,7063209984.00000000,btc,16987823.58584425,btc,657714,140902267746.84835815,0.01603368,0.00864387,1734.17768546
2018-04-20,8845.83007812,8880.23046875,8244.54003906,8286.87988281,8438110208.00000000,btc,16989536.08584415,btc,661833,150286549321.55029297,0.06649384,0.00404014,1549.30406201
2018-04-21,8895.58007812,8997.57031250,8652.15039062,8848.79003906,7548550144.00000000,btc,16991523.58584415,btc,602722,151149458707.22628784,0.00562412,0.00928173,2298.58196510
2018-04-22,8802.45996094,9001.63964844,8779.61035156,8925.05957031,6629899776.00000000,btc,16993523.58583415,btc,502665,149584810959.55215454,-0.01046813,0.00221238,2598.28966511
2018-04-23,8930.87988281,8958.54980469,8788.80957031,8794.38964844,6925190144.00000000,btc,16995436.08582415,btc,642298,151784198238.51251221,0.01458909,0.00319043,3275.87313010
2018-04-24,9697.50000000,9732.61035156,8927.83007812,8934.33984375,10678800384.00000000,btc,16997423.58582415,btc,776436,164832515223.52969360,0.08583926,0.00262588,1921.09018385
2018-04-25,8845.74023438,9745.32031250,8799.83984375,9701.03027344,11083100160.00000000,btc,16998961.08582415,btc,701507,150368394019.44958496,-0.08783292,0.00712553,3119.63265908
2018-04-26,9281.50976562,9281.50976562,8727.08984375,8867.32031250,8970559488.00000000,btc,17000723.58582405,btc,661663,157792381984.51718140,0.04926321,0.00555754,2716.95785122
2018-04-27,8987.04980469,9375.46972656,8987.04980469,9290.62988281,7566289920.00000000,btc,17002498.58582395,btc,674680,152802301594.92858887,-0.03172544,0.00619293,3417.79776740
2018-04-28,9348.48046875,9412.08984375,8931.99023438,8939.26953125,7805479936.00000000,btc,17004098.58582395,btc,541764,158962483518.27468872,0.04021683,0.00886370,2659.50873354
2018-04-29,9419.08007812,9531.49023438,9193.70996094,9346.41015625,8853000192.00000000,btc,17006073.58582395,btc,549120,160181568919.36215210,0.00755199,0.00942801,2290.06508513
2018-04-30,9240.54980469,9477.13964844,9166.80957031,9426.11035156,8673920000.00000000,btc,17008011.08582395,btc,645424,157163373517.23330688,-0.01895411,0.00612176,3308.74647058
2018-05-01,9119.00976562,9255.87988281,8891.04980469,9251.46972656,7713019904.00000000,btc,17009986.08581849,btc,634217,155114229229.72415161,-0.01315290,0.00334881,2592.72707179
2018-05-02,9235.91992188,9256.51953125,9015.13964844,9104.59960938,7558159872.00000000,btc,17011736.08581839,btc,673769,157119032220.68991089,0.01282049,0.00503453,1718.51131988
2018-05-03,9743.86035156,9798.33007812,9188.15039062,9233.96972656,10207299584.00000000,btc,17013623.58581839,btc,660104,165778372294.26443481,0.05499619,0.00548407,1874.05054947
2018-05-04,9700.75976562,9779.20019531,9585.95996094,9695.50000000,8217829888.00000000,btc,17015348.58581839,btc,710689,165061808959.39126587,-0.00442336,0.00980979,2830.72944307
2018-05-05,9858.15039062,9964.50000000,9695.12011719,9700.28027344,7651939840.00000000,btc,17017361.08579839,btc,606625,167759704835.37008667,0.01622457,0.00388865,1682.08094039
2018-05-06,9654.79980469,9940.13964844,9465.25000000,9845.30957031,7222280192.00000000,btc,17019073.58579839,btc,535825,164315748332.12847900,-0.02062766,0.00705100,1788.26580744
2018-05-07,9373.00976562,9665.84960938,9231.53027344,9645.66992188,7394019840.00000000,btc,17020948.58579819,btc,662775,159537517314.88745117,-0.02918652,0.00800393,3113.40883588
2018-05-08,9234.82031250,9462.75000000,9127.76953125,9380.87011719,7415869952.00000000,btc,17022686.08579735,btc,665870,157201447238.43249512,-0.01474334,0.00706278,1637.95330642
2018-05-09,9325.17968750,9374.75976562,9031.62011719,9223.73046875,7226890240.00000000,btc,17024686.08579735,btc,603396,158758256873.34130859,0.00978464,0.00405109,2958.76658377
2018-05-10,9043.94042969,9396.04003906,9040.51953125,9325.95996094,6906699776.00000000,btc,17026611.08579735,btc,633729,153987656379.40805054,-0.03015912,0.00805064,2533.04848147
2018-05-11,8441.49023438,9052.95996094,8394.45996094,9052.95996094,8488520192.00000000,btc,17028198.58579735,btc,772234,143743372071.00653076,-0.06661368,0.00396314,1901.39659704
2018-05-12,8504.88964844,8664.86035156,8223.50000000,8441.44042969,6821380096.00000000,btc,17030261.08579735,btc,563749,144840491218.78582764,0.00751045,0.00838696,3243.03230557
2018-05-13,8723.94042969,8773.54980469,8395.12011719,8515.49023438,5866379776.00000000,btc,17032111.08579735,btc,488836,148587122504.31616211,0.02575586,0.00200731,2892.23763092
2018-05-14,8716.79003906,8881.12011719,8367.96972656,8713.09960938,7364149760.00000000,btc,17033761.08579735,btc,641192,148479718960.44879150,-0.00081963,0.00896892,2739.79750284
2018-05-15,8510.37988281,8836.19042969,8456.45019531,8705.19042969,6705710080.00000000,btc,17035586.08576995,btc,624136,144979309116.25714111,-0.02367961,0.00009653,2245.27997853
2018-05-16,8368.83007812,8508.42968750,8175.49023438,8504.41015625,6760220160.00000000,btc,17037823.58576985,btc,617403,142586650490.37826538,-0.01663261,0.00923624,2778.85157266
2018-05-17,8094.31982422,8445.54003906,8054.12011719,8370.04980469,5862530048.00000000,btc,17039473.58576975,btc,635676,137922948839.54785156,-0.03280151,0.00335240,1676.41463359
2018-05-18,8250.96972656,8274.12011719,7974.81982422,8091.83007812,5764190208.00000000,btc,17041323.58574245,btc,701918,140607445006.51647949,0.01935307,0.00932891,1736.01398887
2018-05-19,8247.17968750,8372.05957031,8183.35009766,8255.73046875,4712399872.00000000,btc,17043248.58574245,btc,500408,140558733545.34823608,-0.00045934,0.00097641,3191.12028879
2018-05-20,8513.25000000,8562.41015625,8205.24023438,8246.99023438,5191059968.00000000,btc,17045048.58574235,btc,483041,145108759872.57107544,0.03226198,0.00288131,3307.07415674
2018-05-21,8418.99023438,8557.51953125,8365.12011719,8522.33007812,5154990080.00000000,btc,17047011.08574235,btc,620329,143518619856.14718628,-0.01107212,0.00479343,3152.38853208
2018-05-22,8041.77978516,8423.25000000,8004.58007812,8419.87011719,5137010176.00000000,btc,17048898.58574225,btc,595706,137103488006.00100708,-0.04480471,0.00113610,1949.95288600
2018-05-23,7557.81982422,8054.66015625,7507.87988281,8037.08007812,6491120128.00000000,btc,17050923.58574225,btc,636565,128867808297.56181335,-0.06018070,0.00390455,2334.70065754
2018-05-24,7587.33984375,7738.60009766,7331.14013672,7561.12011719,6049220096.00000000,btc,17052711.08574215,btc,559734,129384714264.80871582,0.00390589,0.00585695,2056.45799241
2018-05-25,7480.14013672,7659.14013672,7392.64990234,7592.29980469,4867829760.00000000,btc,17054911.08574205,btc,624713,127573124940.62866211,-0.01412876,0.00311246,2163.45920434
2018-05-26,7355.87988281,7595.16015625,7349.12011719,7486.47998047,4051539968.00000000,btc,17056936.08574205,btc,459370,125468773015.52851868,-0.01661202,0.00516154,1980.22941825
2018-05-27,7368.22021484,7381.74023438,7270.95996094,7362.08007812,4056519936.00000000,btc,17058986.08574135,btc,441802,125694366121.69766235,0.00167761,0.00201497,2032.34448944
2018-05-28,7135.99023438,7419.04980469,7100.89013672,7371.31005859,5040600064.00000000,btc,17060936.08571405,btc,598556,121746673296.95147705,-0.03151778,0.00368855,2315.06051895
2018-05-29,7472.58984375,7526.41992188,7090.68017578,7129.45996094,5662660096.00000000,btc,17062673.58571395,btc,600021,127502361343.82743835,0.04716929,0.00981655,2669.02911522
2018-05-30,7406.52001953,7573.77001953,7313.60009766,7469.72998047,4922540032.00000000,btc,17064848.58568665,btc,596173,126391142680.15771484,-0.00884162,0.00821240,1892.20662410
2018-05-31,7494.16992188,7608.89990234,7361.12988281,7406.14990234,5127130112.00000000,btc,17066973.58565935,btc,620191,127902800103.08343506,0.01183415,0.00403740,2329.44195507
2018-06-01,7541.45019531,7604.72998047,7407.33984375,7500.70019531,4921460224.00000000,btc,17069048.58565935,btc,683588,128725379790.11926270,0.00630894,0.00860832,2102.66696939
2018-06-02,7643.45019531,7695.83007812,7497.25976562,7536.72021484,4939299840.00000000,btc,17070948.58565935,btc,524370,130480945301.22760010,0.01352525,0.00360548,1952.65000492
2018-06-03,7720.25000000,7754.89013672,7613.04003906,7632.08984375,4851760128.00000000,btc,17072986.08565935,btc,542740,131807720827.81159973,0.01004779,0.00800000,1727.24094266
